s	scores
HG00186	[0.08431618731046561,-0.2096926194920496,0.03326150500514201,0.08307047756443148,-0.006829762624122098,-0.13297636186093156,0.049449757714701045,-0.0020539007386902223,-0.04181385145010699,0.006890916399404983,-0.058267909500834644,-0.07513051433994894,-0.003657156955283194,0.05087374082266422,-0.04388416121572146,-0.010214159228110226,4.4535479222582196E-4,-0.033798717066026204,0.0017679434520758762,-0.003041486635516933]
HG00187	[0.08987183458887843,-0.20240379125293995,0.03647927648023653,0.08678614127084555,-0.010579216898806731,-0.13774004463143943,0.04465479232944857,0.006505078230638918,-0.04126123565621889,-7.15039654664222E-4,-0.0618938785655439,-0.08354184085520744,-5.698704869350323E-4,0.06181593791631625,-0.03551751323568721,-0.01258489553585543,-0.008796793195614185,-0.030983724071439966,0.005140577930993413,-0.0013034800864092668]
HG00188	[0.09025411532243205,-0.21274938205269817,0.032226882026607326,0.08590050305374072,-0.011859900689861595,-0.1237162643971518,0.040767998250436886,0.0022995112158224955,-0.02726662699682645,-0.0040683005488974504,-0.052672890526632446,-0.0631407058935538,0.001238526235640359,0.04385906962971531,-0.03261760236644604,-0.006977838025910634,0.0029683453949347254,-0.02542447964409001,-0.0013617257561111102,-8.01772915343858E-4]
HG00189	[0.08693348128735649,-0.20646265182958248,0.02742278025470776,0.08404749525736258,-0.010390477767319602,-0.11715750288600388,0.04391639099032005,0.006290215577005785,-0.031894180945871396,-0.002858817635197289,-0.047812377860151724,-0.05606395131284105,-0.003420275885156024,0.028926384358689473,-0.0277670308877211,-0.006342248279971521,0.015921266715733535,-0.021549414848316177,0.003553839885183548,0.0041618822700196225]
HG00190	[0.07827876706756462,-0.21673737472716448,0.024868722936588917,0.08651468556196774,-0.00848654572212177,-0.10801002419529922,0.05247805871721203,-0.004346167951546583,-0.03363120884496903,1.8097301589048906E-4,-0.039126683772452875,-0.04982512327065522,-0.009500985278462904,0.03371219930819187,-0.018836309054787885,-0.00692809205141927,-0.001107699259031912,-0.021926505538976696,0.00603675035473361,0.007166891276318218]
HG00231	[0.07479562242715888,-0.24153198018915548,0.027373810420579757,0.09082560636876869,-0.0054587803770817355,-0.0399825803367601,0.031372241431175556,9.066754008771444E-5,-8.114002194214962E-4,0.006176225681441719,0.007857284696895473,0.005586265392074734,0.004688255527239517,-0.00956856150751486,0.007600729383088177,-0.00800836089218223,0.01719912320298144,0.0033923544405649398,0.004211698569501549,-0.018776588494293728]
HG00232	[0.07355254028169474,-0.2536354578236242,0.02309004772798149,0.08450867126107252,-0.013128639191551187,-0.04314522330227308,0.02975553500044176,0.0011327122282920438,0.009178396421971302,1.4397305298198697E-4,0.006916340277167349,3.111928691036731E-4,0.002109587512670569,-0.0026744336651437824,0.009118775988684172,-6.230303312821274E-4,0.006011295934025869,0.0077284629294561815,-0.0071941378089631965,0.007806436557320708]
HG00233	[0.07411232927192904,-0.24988182863918426,0.017483709068791396,0.09191701066171672,-0.013679691942561455,-0.04403616259727351,0.03376499408101033,-0.011246122695473657,0.007494507390110571,-0.0010750654655111806,0.013712663905602974,0.00994215572347762,-0.0013646718094663072,-0.002865117671393397,0.006998700823453956,-0.0024319736037900054,0.006654504320304069,0.011318702675742425,-0.0048349457137043216,-0.002698379106110078]
HG00234	[0.07040833214752747,-0.24699167498972513,0.0252740072097933,0.09040035761874105,-0.01611591790837687,-0.04669321056090391,0.031207029537704545,0.005843550673616016,0.01333970859717272,-0.004817296820854932,0.008723857843879761,-0.004129254533502069,0.002666869549856404,-0.002556536568305435,0.01566882295842157,0.004562939764646884,0.004186555817276465,0.014039636284189808,-0.004887058348074685,-0.006015689622030399]
HG00235	[0.07198906679120642,-0.24725636248406938,0.021014247577245217,0.09279563564233854,-0.010652206108637355,-0.04529453637471139,0.028978663511654332,0.008107918620485212,0.004339147955786069,-0.0050569255699165015,0.010718939724933103,-0.0019242068604078762,0.002831026350088361,-0.0012308190011841276,0.008657655034893125,0.007961918434851969,0.005672958726765233,0.0065208378441919896,0.0013719959741601683,-0.004240036105127691]
HG00236	[0.06929325073761279,-0.24815148632919692,0.02637017981856024,0.0976532086906322,-0.0072691615144289,-0.05126487432732143,0.030552927789112175,1.7107060603611672E-4,0.014343724421733007,-0.0024630957257178,0.010335858543079038,0.013674115701774443,0.010914541802171503,-0.005669005790233819,5.232753873683567E-4,-0.003510879421708051,0.013395862863265048,0.021557016920118025,0.0013014304458494664,8.546521081537711E-4]
HG00237	[0.07200240661003088,-0.247312267690592,0.018722961664545738,0.09366182950710625,-0.005407528566742658,-0.04451656025311226,0.03631988483463445,0.011826066045986669,0.0045326952206624135,-0.0025733730231627923,0.010503245226082205,0.002373319879339398,-0.007769204955733033,-0.012944441931036367,0.004025396095015525,0.008474094737919016,0.014138755318839692,0.014181377138396935,0.007998103238299767,0.0013764918030177052]
HG00239	[0.07505947260181402,-0.25480164659886356,0.021410647584696497,0.09616340818119937,-0.014445947909664098,-0.050158351748921116,0.02670484137067798,0.0033356800172429095,0.004307708864750163,-0.007507945287694592,0.0183102179844842,-0.00599478943291106,-0.0034673428127938726,-0.004451278855548598,0.006099357550247546,-0.004774411899824673,0.008082867011650532,0.009705904094300374,0.0015478037389882867,-0.005475384075537403]
HG00240	[0.07801998783988064,-0.24789756812362365,0.024135745803695725,0.09112772916506916,-0.010127754443239729,-0.04185018469975903,0.030440660906311406,-0.007994044720857981,-0.0025194683694494146,-9.493586175383068E-4,0.014437971286095327,-0.0072316406727657885,-0.0022946281822930127,-0.007909903077426842,0.0036411265194489515,0.0010705604287009646,5.288131486133086E-4,0.008789620243467782,-0.018446347813530536,-0.004783264033533009]
HG00242	[0.07583347651004341,-0.24441840458632857,0.02442115207553289,0.0918668531580849,-0.004866003096915223,-0.04703564258399205,0.034427783520674105,0.007801425217224007,0.010110182971040665,-0.010619112363520712,0.006650432148705462,0.013312221801187667,0.0119430161281909,-0.016076542511236573,0.008936892486457203,-0.004460997321196179,0.006520969141464636,0.007368359132852189,-0.005569127023396576,-0.010721406913473298]
HG00243	[0.06929441587352952,-0.25174925047321545,0.021817436988293124,0.08247828059536993,-0.0042427591925880345,-0.051302172934004096,0.028879953966497247,0.0019405726128678186,-6.227597814117809E-5,6.326318102589931E-4,0.01864152244400897,2.2886250073765398E-4,0.0016955531341518472,-0.01648710117243215,0.0021524162766330584,-0.013581353779640742,-0.010511410984539142,0.01163356439481896,-0.004140665869735428,0.0017070462686346647]
HG00244	[0.06888490630911467,-0.251937424014175,0.02726629072594465,0.08854467403920503,-0.007480226412681041,-0.0384909331021374,0.026249406367312673,0.008235184829487655,0.004799183232958977,-7.580650050395493E-4,0.017644283690736205,0.009147381675521479,0.009745588037450894,-0.009303460534481296,0.009773513660600242,6.763011794905704E-4,0.005207308403080436,0.004689833066528939,0.006157691763615779,-0.01069116746479544]
HG00245	[0.07001582435354517,-0.2481973736783802,0.022364260673528036,0.0942906968797525,-0.01142057572560866,-0.04340450497254127,0.028294326847226756,-0.0029259471683622425,0.004021239724172174,-0.0027036406603313185,0.007477048113343509,-0.0020194938560213474,0.008438712964201222,-0.010849625267795097,3.048084701935838E-4,-0.0020030689911038077,-0.0016571343708482276,0.01131968435451357,0.0034846907837829963,-0.0033471067571774894]
HG00246	[0.0733110139687763,-0.24355893286566838,0.02442104949034375,0.09312594337430366,-0.010218460916150364,-0.047790792727658134,0.03368804317957378,0.004240931237316229,0.003607881118379286,-0.0037343099717119426,0.011056755939272672,0.003130546588376992,0.009691185082127992,-0.016948063421068967,0.005803212439639546,-0.0020497645362037437,-0.0015540516220388003,-1.9648308710843896E-4,-0.005158187065632552,-0.011002878528478597]
HG00250	[0.07557688235358842,-0.24661309495253236,0.020285143384517895,0.08858252615979603,-0.004760701248882962,-0.050036727918434935,0.0281864154409866,0.009248986277851015,0.005655492926739275,-0.01440551433753614,0.012885904705938383,-0.005038262320368115,0.008793336574004152,-0.002312107500222742,0.010787538955057555,-0.013084310299317248,-0.009921272721835519,-0.0015752783690362222,-0.005199284160454183,-0.0024454521590209755]
HG00251	[0.07619616712518117,-0.24659275963323943,0.024739555299969337,0.08752010741130282,-0.015025638666791402,-0.034224297229132325,0.026382727359946297,0.004167229703108629,-0.0019740298203460792,-0.00814695660107679,0.022353410424881696,0.01179991832988208,0.007826859190849016,-0.01261016260489446,0.01083542043435375,4.5995480607212473E-4,0.00547209245963855,0.01640638031868309,-0.009418846604545375,-6.566265345876543E-4]
HG00252	[0.07878530926511455,-0.24343556251790832,0.014906796202893126,0.10003269671367078,-0.004918289846248093,-0.05320454981518837,0.03175810319979251,0.005686438747132556,-7.66181533600521E-4,-0.006721481512805336,0.011082276987899355,-0.004564529623182423,0.0028535285266945835,-0.012982372668599045,0.014269571720256627,-0.006650803510967333,-0.007965984561272302,0.008762092940652022,0.004419906276838819,0.002624449362978764]
HG00253	[0.07417552903251096,-0.2484121729198172,0.025450250150969463,0.09308086660549938,-0.006998219150520219,-0.04602035017813884,0.029142620110039284,9.697419468614512E-4,0.009484634741110692,-0.007764348459314062,0.011742528521081078,-0.013066454391988962,-6.220877226674761E-4,-0.017510608313441214,0.008041777890734111,0.006273316053310313,-0.001414594349285775,0.013995640304010364,0.003911400322767882,0.0052268494320308325]
HG00254	[0.0753591170625595,-0.24926632065804166,0.019811615181592235,0.0880665402920508,-0.009914489677682815,-0.033290988562129864,0.02964774402278587,0.010467735009943722,0.006331085998490795,-0.007520386461574783,0.015607219424014425,-0.0051675167492259725,-0.0017712284441581156,-0.006117403445819658,0.008400898403710541,0.0017161682452284108,0.0038372594608191597,0.01001282213464321,-0.004551628257703132,0.001790296941954806]
HG00255	[0.07049414069496021,-0.2470535570378435,0.025871440619440623,0.09339591128965806,-0.0048770728383774175,-0.04093456736079378,0.029175026658536985,-6.155806104233263E-4,-0.006943782495449777,0.0016488161412984688,0.006368648545147021,0.014858391184989583,0.011599746452938218,-0.01175947459542208,0.015156449740014741,0.006582422117443377,0.00698422792147687,-0.0032054170358163684,-0.006578000857596591,-0.004363744028601205]
HG00256	[0.07134382755228755,-0.25350289888193317,0.019284095022450855,0.09771872181007103,-0.003691627753496433,-0.0484771969937645,0.02658452743297214,-0.0010923291653667075,0.009359065509716515,0.010737703004364016,0.01707960466990159,0.004154477648924066,5.995914114733709E-4,-0.0031148643058182606,0.007524487609198691,-0.012600616615528856,0.00578821917337654,0.012624632726208259,-0.0019742843334503964,-0.0078023647078072494]
HG00257	[0.07193572622503207,-0.24709976399449912,0.024427512108211414,0.09166090996301281,-0.010303967812309711,-0.049914458117405386,0.033052541520819566,0.006105080326647093,-5.589752766442414E-4,-0.0013367203630742978,0.008194126582855097,-0.009510988699264537,0.00461352595970775,-0.005732001548516831,0.0018639554367265879,-0.005175959762773697,-0.01042196723521606,0.011093526546684527,-0.0010705477181404454,-0.011796278779321928]
HG00258	[0.07479176620954826,-0.251986444597487,0.02085336549853813,0.10191951023930496,-0.005322988790866448,-0.04486023294983399,0.03412735978987202,0.0022443296015933803,0.0072308041264431576,-0.0040895310299580824,0.00862510963552353,0.0060049755560853514,0.009931609767566673,-0.01105554644819668,-0.00601468829282175,-0.0028891581499036548,0.009846677775451533,0.006241098501273714,-2.2949801527494246E-4,6.12277862389544E-4]
HG00259	[0.07521500820475345,-0.2507566969724178,0.014631721125470246,0.09655106853653714,-0.007793650084978141,-0.04633376103129647,0.026327289886152263,0.007531481908769822,-9.363157345169893E-5,-0.007338007870336935,0.013098807812083781,-0.0011512834910597524,0.006190548215883695,-0.014217189425037583,0.01233984507771493,-0.0014673022250390056,0.002577875415772093,0.01651212891244503,0.004919188067632799,-0.0025176712368081347]
HG00260	[0.0732468603693188,-0.24941686177255581,0.02786700079474434,0.09651294889285009,-0.014008916276580097,-0.05496249185209723,0.02606122240466361,0.01293378421058498,0.0018349699827078898,-0.01001198693566552,0.008971594136507466,-0.0021169648962287278,-0.0039815578968733206,0.0011397899529349254,0.009500588124722594,0.013360773048430495,-0.0032974041223505714,0.007469155326839688,-0.009106851514617017,-0.011605999485156025]
HG00261	[0.07479602438553858,-0.24824457121963706,0.02266692831569281,0.09785125033254846,-0.009103255203706613,-0.04346826977114687,0.02744554751547484,0.010385303120160096,0.008508026189579904,-0.003453176415531794,0.011336420220163297,0.007535668116814219,0.0064865567208216126,-0.012763259662042333,0.011014123413591993,0.008664618496651911,-0.007727659836844101,0.0038326277342292047,1.1766027113134357E-4,-0.003287475399634955]
HG00262	[0.0754639671135092,-0.25236009028518314,0.01954858883189481,0.0907439457122614,-0.010793961340099547,-0.04155994788497547,0.035307968624640494,0.0018380752595229042,3.3942147379644084E-4,-0.002926045358889449,0.01768514782717065,0.001020254716734241,1.108950318301698E-4,-0.007642719583261926,0.0038545533404126323,-0.003156411967130366,-0.00776112477664516,0.03214113057236293,0.005032052386041363,0.0054889127564071855]
HG00263	[0.07307537850957731,-0.24979186546980864,0.01628280205336933,0.08568509558159935,-0.003725971469283952,-0.04845620279186739,0.03322922386087982,0.004268533238278097,0.006237940718432283,-0.011315251616558709,0.018608449319353484,0.005781754070142428,0.005273523611244486,-0.014744895445378945,0.007362773143329858,-0.007233629811751809,0.0020018569502604187,0.004832220163520303,-0.0011227347513815317,-0.01259017853127024]
HG00264	[0.08038218408389339,-0.24904213923231772,0.028353329847562773,0.0937089966255931,-0.012604646444531128,-0.048435369225847104,0.027650181547797026,0.005064874004558422,0.008955284130264715,0.0028386043279098627,0.01633640603289758,0.0064929790068422285,7.767535388180582E-4,-0.0191057037745926,0.007768493140843247,-0.004565266086724282,0.004267472762286354,0.011949905839986468,-0.009765345148618374,-0.012293792588099208]
HG00265	[0.07848608488317108,-0.25443620081907303,0.018585065123359962,0.0933551101373981,-0.011024810115983837,-0.05645604887330246,0.04105125586673716,0.002451374819636809,0.008460993391776514,-0.003563254877380358,0.016534475244285685,0.0028538585937233035,0.011710340268149717,-0.0063365358336045325,0.001898689206401302,-0.011146289036471043,-0.0038550410894835686,0.008480027560173638,-0.004935044469780021,-0.002519847305470733]
HG00266	[0.08672314213641528,-0.2047931241057073,0.02939897094230821,0.08455452719189001,-0.0032971251356957755,-0.11500276644713357,0.04656589335633096,-0.0040646573561425176,-0.03722447520458908,-0.0015902279275834775,-0.05566030104779041,-0.06660775760883453,2.1266749280164586E-4,0.03572459777835778,-0.030837940376975057,-0.01852232501356907,-0.003184933134449524,-0.027677087547675602,0.006679298793449657,0.0071747834944725]
HG00267	[0.0839057441423362,-0.20932898923266494,0.02801923991378874,0.08595977520499049,-0.006853229818448642,-0.13189784643695274,0.04612221228999485,-0.001878015434496488,-0.034733940938482775,0.0027469873641396175,-0.049154624589196644,-0.0721595535002635,0.001570379199515624,0.043343118809876305,-0.039408743189444234,-0.008022963443283005,0.005049629712027237,-0.022478049291088046,-0.0026763024870525127,0.002429836701632742]
HG00268	[0.08591345022486427,-0.21444407443076802,0.032059690740027645,0.08769473836682161,-0.005347987006936604,-0.1143427159681307,0.05232107427742766,0.00888497092166526,-0.030444176017611325,9.634412640265445E-4,-0.04333556334271217,-0.054547966030299246,0.0034090577816228177,0.038057184330157375,-0.026237790044763665,-0.022321306282296376,0.008903928404746549,-0.02806259847947725,-0.0020423996310116326,0.0235380905006837]
HG00269	[0.08255632839582465,-0.21186509104449547,0.03037208723227894,0.07891824400670552,-0.006676925615409094,-0.12838393380059224,0.05196948589691447,-0.0029471363673919167,-0.03835860651555243,0.009466173900337618,-0.052363091462484315,-0.06851430312934366,-0.00841793311703109,0.04904990508090816,-0.03056007549819323,-0.013111637159277094,-0.008755601883673332,-0.026849600903841593,-0.0027185571365908575,0.007915204631137795]
